Orig,OrigCode,Dest,DestCode,Total,WorksFromHome,Underground,Train,Bus,Taxi,CarDrive,CarPass,Motobike,Bicycle,Walk,Other,OrigCodeNew,DestCodeNew,Oi1_origpop,Oi2_origsal,Dj1_destpop,Dj2_destsal,TotalNoIntra,offset,Dist
Brent,00AE,Kingston upon Thames,00AX,116,0,14,16,15,0,65,0,3,3,0,0,E09000005,E09000021,127000,16500,77000,19500,116,0.0,19030.185778477407
Brent,00AE,Lambeth,00AY,1107,0,654,82,53,0,256,12,13,24,13,0,E09000005,E09000022,127000,16500,119000,18200,1107,0.0,15602.130409862224
Brent,00AE,Lewisham,00AZ,147,0,63,27,15,0,36,3,0,0,3,0,E09000005,E09000023,127000,16500,113000,18000,147,0.0,21113.598316688785
Brent,00AE,Merton,00BA,203,0,49,35,22,0,70,10,3,8,6,0,E09000005,E09000024,127000,16500,96000,18500,203,0.0,17241.811877179054
Brent,00AE,Newham,00BB,279,0,81,40,14,0,116,3,3,6,10,6,E09000005,E09000025,127000,16500,88000,15300,279,0.0,21471.888341456095
Brent,00AE,Redbridge,00BC,116,0,22,12,8,0,68,0,0,0,6,0,E09000005,E09000026,127000,16500,118000,17200,116,0.0,24013.68376501444
Brent,00AE,Richmond upon Thames,00BD,396,0,76,102,21,0,176,3,7,8,3,0,E09000005,E09000027,127000,16500,94000,23400,396,0.0,13248.606182593649
Brent,00AE,Southwark,00BE,1565,0,1035,105,61,3,283,16,14,27,15,6,E09000005,E09000028,127000,16500,97000,16900,1565,0.0,16395.869605770673
Brent,00AE,Sutton,00BF,56,0,7,11,8,0,27,3,0,0,0,0,E09000005,E09000029,127000,16500,98000,17600,56,0.0,22736.382635803784
Brent,00AE,Tower Hamlets,00BG,1655,0,1224,114,36,0,236,17,15,10,3,0,E09000005,E09000030,127000,16500,76000,19100,1655,0.0,16861.324706522126
Brent,00AE,Waltham Forest,00BH,210,0,55,18,18,0,101,6,6,3,3,0,E09000005,E09000031,127000,16500,99000,16600,210,0.0,18121.176983049547
Brent,00AE,Wandsworth,00BJ,669,0,267,72,33,0,247,15,11,12,6,6,E09000005,E09000032,127000,16500,143000,21700,669,0.0,13140.410892543225
Brent,00AE,Westminster,00BK,16418,0,9232,1012,2676,40,2285,243,261,365,269,35,E09000005,E09000033,127000,16500,95000,21900,16418,0.0,8980.33914466013
Bromley,00AF,City of London,00AA,9855,0,173,8841,67,6,512,53,155,27,11,10,E09000006,E09000001,164000,19100,12000,38300,9855,0.0,18740.8229489021
Bromley,00AF,Barking and Dagenham,00AB,134,0,3,10,0,0,118,3,0,0,0,0,E09000006,E09000002,164000,19100,56000,16200,134,0.0,19954.35099344632
Bromley,00AF,Barnet,00AC,162,0,21,68,3,0,57,3,4,0,6,0,E09000006,E09000003,164000,19100,159000,18700,162,0.0,32662.258221615735
Bromley,00AF,Bexley,00AD,3199,0,3,103,266,6,2597,114,55,25,23,7,E09000006,E09000004,164000,19100,112000,18300,3199,0.0,11733.620639978024
Bromley,00AF,Brent,00AE,201,0,19,68,18,0,80,6,4,3,3,0,E09000006,E09000005,164000,19100,127000,16500,201,0.0,30382.587606590383
Bromley,00AF,Bromley,00AF,63942,12653,391,3105,6288,610,28615,2654,494,782,8127,223,E09000006,E09000006,164000,19100,164000,19100,0,1e-10,0.0
Bromley,00AF,Camden,00AG,3780,0,130,3155,58,3,284,24,86,27,7,6,E09000006,E09000007,164000,19100,101000,19800,3780,0.0,24233.703798027887
Bromley,00AF,Croydon,00AH,6268,0,729,324,859,9,3781,210,121,71,121,43,E09000006,E09000008,164000,19100,153000,18300,6268,0.0,9835.338616408835
Bromley,00AF,Ealing,00AJ,293,0,51,107,3,0,119,6,4,0,0,3,E09000006,E09000009,164000,19100,141000,17500,293,0.0,31422.190616218846
Bromley,00AF,Enfield,00AK,84,0,11,18,3,0,49,3,0,0,0,0,E09000006,E09000010,164000,19100,128000,17500,84,0.0,32498.911913592307
Bromley,00AF,Greenwich,00AL,2586,0,12,132,222,3,1999,103,51,26,32,6,E09000006,E09000011,164000,19100,91000,18600,2586,0.0,11399.700646567959
Bromley,00AF,Hackney,00AM,728,0,17,435,16,3,205,6,34,6,3,3,E09000006,E09000012,164000,19100,72000,17700,728,0.0,21584.70488278042
Bromley,00AF,Hammersmith and Fulham,00AN,859,0,91,551,12,3,169,0,30,3,0,0,E09000006,E09000013,164000,19100,83000,21000,859,0.0,23362.186897970474
Bromley,00AF,Haringey,00AP,134,0,10,56,0,0,62,3,3,0,0,0,E09000006,E09000014,164000,19100,90000,19100,134,0.0,26687.176838855336
Bromley,00AF,Harrow,00AQ,59,0,11,20,6,0,22,0,0,0,0,0,E09000006,E09000015,164000,19100,100000,19300,59,0.0,37078.92816969188
Bromley,00AF,Havering,00AR,119,0,3,20,3,0,90,0,0,0,3,0,E09000006,E09000016,164000,19100,114000,17400,119,0.0,24284.702071266904
Bromley,00AF,Hillingdon,00AS,248,0,11,27,0,3,195,0,6,0,6,0,E09000006,E09000017,164000,19100,113000,17600,248,0.0,39361.70039837757
Bromley,00AF,Hounslow,00AT,285,0,24,118,3,0,122,8,10,0,0,0,E09000006,E09000018,164000,19100,101000,16500,285,0.0,30971.57249439429
Bromley,00AF,Islington,00AU,2094,0,64,1651,17,6,265,30,47,11,3,0,E09000006,E09000019,164000,19100,82000,18700,2094,0.0,22625.236829048008
Bromley,00AF,Kensington and Chelsea,00AW,1241,0,54,905,27,3,193,7,41,5,3,3,E09000006,E09000020,164000,19100,75000,25900,1241,0.0,22222.39265594544
Bromley,00AF,Kingston upon Thames,00AX,227,0,10,58,0,0,144,4,5,3,3,0,E09000006,E09000021,164000,19100,77000,19500,227,0.0,23626.822808604134
Bromley,00AF,Lambeth,00AY,3570,0,49,1432,228,3,1632,77,96,30,17,6,E09000006,E09000022,164000,19100,119000,18200,3570,0.0,14916.055563743485
Bromley,00AF,Lewisham,00AZ,5360,0,14,393,557,7,3800,210,106,112,161,0,E09000006,E09000023,164000,19100,113000,18000,5360,0.0,9848.803543622726
Bromley,00AF,Merton,00BA,647,0,72,94,34,6,397,10,24,3,3,4,E09000006,E09000024,164000,19100,96000,18500,647,0.0,17822.045174594034
Bromley,00AF,Newham,00BB,419,0,12,82,13,0,284,9,19,0,0,0,E09000006,E09000025,164000,19100,88000,15300,419,0.0,17259.478886858244
Bromley,00AF,Redbridge,00BC,100,0,0,15,0,0,68,6,7,0,4,0,E09000006,E09000026,164000,19100,118000,17200,100,0.0,23829.892411036286
Bromley,00AF,Richmond upon Thames,00BD,191,0,9,86,0,0,83,6,3,4,0,0,E09000006,E09000027,164000,19100,94000,23400,191,0.0,26512.7252446231
Bromley,00AF,Southwark,00BE,6057,0,54,2951,245,20,2389,159,170,36,27,6,E09000006,E09000028,164000,19100,97000,16900,6057,0.0,14341.057881303681
Bromley,00AF,Sutton,00BF,796,0,20,93,45,0,599,15,17,4,0,3,E09000006,E09000029,164000,19100,98000,17600,796,0.0,15991.324050378167
Bromley,00AF,Tower Hamlets,00BG,3385,0,239,1847,64,11,1020,55,110,29,10,0,E09000006,E09000030,164000,19100,76000,19100,3385,0.0,17077.468051918317
Bromley,00AF,Waltham Forest,00BH,196,0,8,42,6,0,128,6,0,3,3,0,E09000006,E09000031,164000,19100,99000,16600,196,0.0,25099.465498849448
Bromley,00AF,Wandsworth,00BJ,1371,0,35,417,43,3,787,27,37,19,3,0,E09000006,E09000032,164000,19100,143000,21700,1371,0.0,18779.257864136074
Bromley,00AF,Westminster,00BK,12802,0,384,10737,218,15,1008,94,241,63,28,14,E09000006,E09000033,164000,19100,95000,21900,12802,0.0,21559.72250583232
Camden,00AG,City of London,00AA,8795,0,5738,1042,441,130,501,60,128,209,532,14,E09000007,E09000001,101000,19800,12000,38300,8795,0.0,5742.818335746267
Camden,00AG,Barking and Dagenham,00AB,36,0,11,6,0,0,16,0,3,0,0,0,E09000007,E09000002,101000,19800,56000,16200,36,0.0,20157.230195622462
Camden,00AG,Barnet,00AC,1496,0,310,79,270,3,664,40,12,31,84,3,E09000007,E09000003,101000,19800,159000,18700,1496,0.0,8560.390051204942
Camden,00AG,Bexley,00AD,32,0,4,9,0,0,13,6,0,0,0,0,E09000007,E09000004,101000,19800,112000,18300,32,0.0,22882.838832788955
Camden,00AG,Brent,00AE,1350,0,327,118,179,4,498,22,21,28,144,9,E09000007,E09000005,101000,19800,127000,16500,1350,0.0,7774.499806422854
Camden,00AG,Bromley,00AF,60,0,20,24,3,0,13,0,0,0,0,0,E09000007,E09000006,101000,19800,164000,19100,60,0.0,24233.703798027887
Camden,00AG,Camden,00AG,36395,9860,5089,1058,3710,399,3889,356,340,1279,10016,399,E09000007,E09000007,101000,19800,101000,19800,0,1e-10,0.0
Camden,00AG,Croydon,00AH,147,0,39,60,4,3,25,9,4,0,3,0,E09000007,E09000008,101000,19800,153000,18300,147,0.0,21808.89759624114
Camden,00AG,Ealing,00AJ,643,0,181,81,39,11,274,15,11,15,13,3,E09000007,E09000009,101000,19800,141000,17500,643,0.0,12334.350476936343
Camden,00AG,Enfield,00AK,295,0,67,19,24,0,173,6,0,0,3,3,E09000007,E09000010,101000,19800,128000,17500,295,0.0,12610.023704671807
Camden,00AG,Greenwich,00AL,140,0,50,28,18,0,41,0,0,0,3,0,E09000007,E09000011,101000,19800,91000,18600,140,0.0,16811.0189775769
Camden,00AG,Hackney,00AM,1201,0,466,134,145,5,279,14,28,80,47,3,E09000007,E09000012,101000,19800,72000,17700,1201,0.0,6558.931030521657
Camden,00AG,Hammersmith and Fulham,00AN,1870,0,991,76,99,9,509,36,35,89,20,6,E09000007,E09000013,101000,19800,83000,21000,1870,0.0,7212.074761591616
Camden,00AG,Haringey,00AP,666,0,137,35,128,3,291,9,19,12,32,0,E09000007,E09000014,101000,19800,90000,19100,666,0.0,5993.682284826511
Camden,00AG,Harrow,00AQ,330,0,150,22,6,0,140,6,3,3,0,0,E09000007,E09000015,101000,19800,100000,19300,330,0.0,13965.357756531066
Camden,00AG,Havering,00AR,43,0,6,15,3,0,19,0,0,0,0,0,E09000007,E09000016,101000,19800,114000,17400,43,0.0,26268.726919514087
Camden,00AG,Hillingdon,00AS,473,0,127,52,9,0,268,11,3,3,0,0,E09000007,E09000017,101000,19800,113000,17600,473,0.0,20000.577255613178
Camden,00AG,Hounslow,00AT,473,0,131,79,18,0,207,12,7,13,6,0,E09000007,E09000018,101000,19800,101000,16500,473,0.0,16883.618007801317
Camden,00AG,Islington,00AU,4987,0,1709,415,820,39,883,63,98,335,613,12,E09000007,E09000019,101000,19800,82000,18700,4987,0.0,3279.787084210406
Camden,00AG,Kensington and Chelsea,00AW,2267,0,1120,97,382,16,398,29,47,111,64,3,E09000007,E09000020,101000,19800,75000,25900,2267,0.0,5576.654308972331
Camden,00AG,Kingston upon Thames,00AX,89,0,16,46,3,0,15,3,3,0,0,3,E09000007,E09000021,101000,19800,77000,19500,89,0.0,19794.286936676726
Camden,00AG,Lambeth,00AY,1338,0,768,60,150,6,203,9,20,49,70,3,E09000007,E09000022,101000,19800,119000,18200,1338,0.0,10648.901772662186
Camden,00AG,Lewisham,00AZ,140,0,53,27,9,0,33,0,0,6,12,0,E09000007,E09000023,101000,19800,113000,18000,140,0.0,14483.900390771849
Camden,00AG,Merton,00BA,139,0,63,24,8,0,35,0,6,3,0,0,E09000007,E09000024,101000,19800,96000,18500,139,0.0,15428.058680691103
Camden,00AG,Newham,00BB,290,0,102,65,25,3,78,6,0,4,7,0,E09000007,E09000025,101000,19800,88000,15300,290,0.0,13698.18342963493
Camden,00AG,Redbridge,00BC,84,0,31,12,10,0,31,0,0,0,0,0,E09000007,E09000026,101000,19800,118000,17200,84,0.0,16752.65484842026
Camden,00AG,Richmond upon Thames,00BD,195,0,65,64,13,0,49,0,4,0,0,0,E09000007,E09000027,101000,19800,94000,23400,195,0.0,15770.308719770328
Camden,00AG,Southwark,00BE,1784,0,1091,114,175,11,232,7,29,65,57,3,E09000007,E09000028,101000,19800,97000,16900,1784,0.0,9895.596206835318
Camden,00AG,Sutton,00BF,54,0,3,38,3,0,10,0,0,0,0,0,E09000007,E09000029,101000,19800,98000,17600,54,0.0,20549.715249145804
Camden,00AG,Tower Hamlets,00BG,2614,0,1902,78,71,20,349,26,43,80,31,14,E09000007,E09000030,101000,19800,76000,19100,2614,0.0,9174.59935522514
Camden,00AG,Waltham Forest,00BH,204,0,62,23,18,0,86,3,3,6,3,0,E09000007,E09000031,101000,19800,99000,16600,204,0.0,11348.659345321335
Camden,00AG,Wandsworth,00BJ,588,0,288,65,41,6,118,3,15,28,21,3,E09000007,E09000032,101000,19800,143000,21700,588,0.0,10691.603533352549
Camden,00AG,Westminster,00BK,18829,0,8005,440,4448,242,1640,232,326,844,2600,52,E09000007,E09000033,101000,19800,95000,21900,18829,0.0,3671.4964740693913
Croydon,00AH,City of London,00AA,5925,0,246,5010,140,7,350,37,102,16,13,4,E09000008,E09000001,153000,18300,12000,38300,5925,0.0,17701.850874778964
Croydon,00AH,Barking and Dagenham,00AB,85,0,3,11,3,0,53,6,6,0,0,3,E09000008,E09000002,153000,18300,56000,16200,85,0.0,25978.8370533968
Croydon,00AH,Barnet,00AC,204,0,46,71,9,0,63,0,8,4,0,3,E09000008,E09000003,153000,18300,159000,18700,204,0.0,30229.60781876959
Croydon,00AH,Bexley,00AD,300,0,3,13,12,0,253,7,6,0,3,3,E09000008,E09000004,153000,18300,112000,18300,300,0.0,19820.170232267552
Croydon,00AH,Brent,00AE,329,0,50,81,18,3,151,10,3,3,6,4,E09000008,E09000005,153000,18300,127000,16500,329,0.0,25859.60287144583
Croydon,00AH,Bromley,00AF,5152,0,163,155,750,12,3553,232,66,61,140,20,E09000008,E09000006,153000,18300,164000,19100,5152,0.0,9835.338616408835
Croydon,00AH,Camden,00AG,3248,0,262,2282,201,0,350,19,95,36,3,0,E09000008,E09000007,153000,18300,101000,19800,3248,0.0,21808.89759624114
Croydon,00AH,Croydon,00AH,78405,13372,2881,4134,12048,600,28762,2979,596,913,11673,447,E09000008,E09000008,153000,18300,153000,18300,0,1e-10,0.0
Croydon,00AH,Ealing,00AJ,405,0,50,125,21,0,181,3,19,0,3,3,E09000008,E09000009,153000,18300,141000,17500,405,0.0,25162.648429194007
Croydon,00AH,Enfield,00AK,120,0,6,42,12,0,54,3,3,0,0,0,E09000008,E09000010,153000,18300,128000,17500,120,0.0,32891.40185946852
Croydon,00AH,Greenwich,00AL,523,0,9,69,44,3,376,6,16,0,0,0,E09000008,E09000011,153000,18300,91000,18600,523,0.0,16556.202388488553
Croydon,00AH,Hackney,00AM,599,0,45,342,29,0,153,4,12,3,11,0,E09000008,E09000012,153000,18300,72000,17700,599,0.0,21971.319507713557
Croydon,00AH,Hammersmith and Fulham,00AN,1284,0,156,608,44,3,378,14,50,24,4,3,E09000008,E09000013,153000,18300,83000,21000,1284,0.0,18104.944795598825
Croydon,00AH,Haringey,00AP,177,0,57,46,10,0,55,3,3,0,0,3,E09000008,E09000014,153000,18300,90000,19100,177,0.0,26186.03341530279
Croydon,00AH,Harrow,00AQ,97,0,25,31,3,0,35,3,0,0,0,0,E09000008,E09000015,153000,18300,100000,19300,97,0.0,32228.1645941914
Croydon,00AH,Havering,00AR,82,0,0,17,0,0,61,4,0,0,0,0,E09000008,E09000016,153000,18300,114000,17400,82,0.0,31483.770725942715
Croydon,00AH,Hillingdon,00AS,457,0,16,59,3,0,358,10,8,0,3,0,E09000008,E09000017,153000,18300,113000,17600,457,0.0,32398.881549304057
Croydon,00AH,Hounslow,00AT,581,0,18,262,19,0,255,11,7,3,6,0,E09000008,E09000018,153000,18300,101000,16500,581,0.0,23133.609009139367
Croydon,00AH,Islington,00AU,1752,0,162,1178,45,8,279,23,34,14,9,0,E09000008,E09000019,153000,18300,82000,18700,1752,0.0,21547.78898858964
Croydon,00AH,Kensington and Chelsea,00AW,1478,0,148,867,81,0,283,17,50,12,12,8,E09000008,E09000020,153000,18300,75000,25900,1478,0.0,17796.649640371805
Croydon,00AH,Kingston upon Thames,00AX,827,0,56,215,34,0,476,18,9,10,3,6,E09000008,E09000021,153000,18300,77000,19500,827,0.0,14371.739505400028
Croydon,00AH,Lambeth,00AY,6844,0,115,1328,1300,11,3530,243,131,82,93,11,E09000008,E09000022,153000,18300,119000,18200,6844,0.0,11170.522617241139
Croydon,00AH,Lewisham,00AZ,1563,0,33,193,177,3,1043,56,29,13,10,6,E09000008,E09000023,153000,18300,113000,18000,1563,0.0,11339.82078162312
Croydon,00AH,Merton,00BA,3521,0,435,263,352,9,2132,129,69,55,57,20,E09000008,E09000024,153000,18300,96000,18500,3521,0.0,9779.91240884211
Croydon,00AH,Newham,00BB,202,0,26,53,9,0,111,3,0,0,0,0,E09000008,E09000025,153000,18300,88000,15300,202,0.0,20962.63915922992
Croydon,00AH,Redbridge,00BC,64,0,6,11,7,0,37,0,3,0,0,0,E09000008,E09000026,153000,18300,118000,17200,64,0.0,28015.289861766323
Croydon,00AH,Richmond upon Thames,00BD,480,0,9,226,15,0,209,10,5,3,0,3,E09000008,E09000027,153000,18300,94000,23400,480,0.0,18442.8887854479
Croydon,00AH,Southwark,00BE,4513,0,114,1954,404,7,1757,98,96,46,30,7,E09000008,E09000028,153000,18300,97000,16900,4513,0.0,13259.239192806146
Croydon,00AH,Sutton,00BF,6744,0,274,570,797,17,4264,265,128,118,295,16,E09000008,E09000029,153000,18300,98000,17600,6744,0.0,6341.127246472401
Croydon,00AH,Tower Hamlets,00BG,2000,0,155,1316,42,3,421,15,38,7,3,0,E09000008,E09000030,153000,18300,76000,19100,2000,0.0,18215.119189244542
Croydon,00AH,Waltham Forest,00BH,130,0,13,35,4,0,65,10,0,0,3,0,E09000008,E09000031,153000,18300,99000,16600,130,0.0,27053.91405898857
Croydon,00AH,Wandsworth,00BJ,4270,0,178,1220,395,6,2183,111,93,64,20,0,E09000008,E09000032,153000,18300,143000,21700,4270,0.0,12769.979751292945
Croydon,00AH,Westminster,00BK,10583,0,598,7827,559,17,1155,95,208,62,48,14,E09000008,E09000033,153000,18300,95000,21900,10583,0.0,18313.20588534978
Ealing,00AJ,City of London,00AA,4855,0,4117,255,34,10,305,33,56,30,8,7,E09000009,E09000001,141000,17500,12000,38300,4855,0.0,16582.00006040765
Ealing,00AJ,Barking and Dagenham,00AB,30,0,8,3,0,0,19,0,0,0,0,0,E09000009,E09000002,141000,17500,56000,16200,30,0.0,32293.480557913223
Ealing,00AJ,Barnet,00AC,967,0,89,29,101,0,664,28,17,14,25,0,E09000009,E09000003,141000,17500,159000,18700,967,0.0,13365.616485676479
Ealing,00AJ,Bexley,00AD,33,0,8,4,0,0,21,0,0,0,0,0,E09000009,E09000004,141000,17500,112000,18300,33,0.0,33578.75820350588
Ealing,00AJ,Brent,00AE,5263,0,334,154,902,12,3185,230,68,115,251,12,E09000009,E09000005,141000,17500,127000,16500,5263,0.0,5943.963198593001
Ealing,00AJ,Bromley,00AF,91,0,25,18,7,0,41,0,0,0,0,0,E09000009,E09000006,141000,17500,164000,19100,91,0.0,31422.190616218846
Ealing,00AJ,Camden,00AG,4547,0,2981,482,106,7,768,50,75,66,12,0,E09000009,E09000007,141000,17500,101000,19800,4547,0.0,12334.350476936343
Ealing,00AJ,Croydon,00AH,182,0,37,59,8,0,66,3,3,3,3,0,E09000009,E09000008,141000,17500,153000,18300,182,0.0,25162.648429194007
Ealing,00AJ,Ealing,00AJ,54260,12256,3479,1107,6786,243,18956,1767,350,1417,7644,255,E09000009,E09000009,141000,17500,141000,17500,0,1e-10,0.0
Ealing,00AJ,Enfield,00AK,223,0,40,10,13,0,141,6,4,0,6,3,E09000009,E09000010,141000,17500,128000,17500,223,0.0,22129.201147149714
Ealing,00AJ,Greenwich,00AL,136,0,34,13,16,0,58,9,0,3,3,0,E09000009,E09000011,141000,17500,91000,18600,136,0.0,27366.79977452957
Ealing,00AJ,Hackney,00AM,522,0,329,44,16,0,111,3,13,3,0,3,E09000009,E09000012,141000,17500,72000,17700,522,0.0,18864.57134390026
Ealing,00AJ,Hammersmith and Fulham,00AN,8579,0,3438,284,978,20,2708,189,149,422,382,9,E09000009,E09000013,141000,17500,83000,21000,8579,0.0,8239.934634661015
Ealing,00AJ,Haringey,00AP,267,0,71,20,27,0,126,8,9,0,3,3,E09000009,E09000014,141000,17500,90000,19100,267,0.0,17243.528016362794
Ealing,00AJ,Harrow,00AQ,2601,0,209,65,516,6,1570,94,30,20,88,3,E09000009,E09000015,141000,17500,100000,19300,2601,0.0,8399.998687747126
Ealing,00AJ,Havering,00AR,48,0,6,3,3,0,30,6,0,0,0,0,E09000009,E09000016,141000,17500,114000,17400,48,0.0,38517.52951076567
Ealing,00AJ,Hillingdon,00AS,13055,0,1023,479,2378,40,8045,651,121,127,162,29,E09000009,E09000017,141000,17500,113000,17600,13055,0.0,8229.588339897778
Ealing,00AJ,Hounslow,00AT,9869,0,883,233,1530,22,5489,393,115,391,789,24,E09000009,E09000018,141000,17500,101000,16500,9869,0.0,6481.137326953553
Ealing,00AJ,Islington,00AU,1795,0,1149,169,49,0,321,19,56,22,10,0,E09000009,E09000019,141000,17500,82000,18700,1795,0.0,15586.954938592247
Ealing,00AJ,Kensington and Chelsea,00AW,4111,0,2237,198,291,6,1031,103,78,120,38,9,E09000009,E09000020,141000,17500,75000,25900,4111,0.0,9920.977309208574
Ealing,00AJ,Kingston upon Thames,00AX,364,0,23,20,77,0,222,15,4,3,0,0,E09000009,E09000021,141000,17500,77000,19500,364,0.0,15280.959269854762
Ealing,00AJ,Lambeth,00AY,1031,0,578,113,20,0,269,11,22,8,7,3,E09000009,E09000022,141000,17500,119000,18200,1031,0.0,16629.01601465313
Ealing,00AJ,Lewisham,00AZ,174,0,42,17,29,0,66,6,3,8,3,0,E09000009,E09000023,141000,17500,113000,18000,174,0.0,23105.338788124453
Ealing,00AJ,Merton,00BA,361,0,150,23,25,0,142,11,7,0,3,0,E09000009,E09000024,141000,17500,96000,18500,361,0.0,15590.566826235989
Ealing,00AJ,Newham,00BB,229,0,86,20,26,0,78,4,3,3,9,0,E09000009,E09000025,141000,17500,88000,15300,229,0.0,25580.019877897957
Ealing,00AJ,Redbridge,00BC,79,0,15,3,3,0,52,6,0,0,0,0,E09000009,E09000026,141000,17500,118000,17200,79,0.0,29078.42665190255
Ealing,00AJ,Richmond upon Thames,00BD,1578,0,191,104,245,4,884,51,40,41,12,6,E09000009,E09000027,141000,17500,94000,23400,1578,0.0,8963.022317852847
Ealing,00AJ,Southwark,00BE,1328,0,876,107,36,3,223,16,30,26,11,0,E09000009,E09000028,141000,17500,97000,16900,1328,0.0,18631.024822841213
Ealing,00AJ,Sutton,00BF,65,0,5,14,0,0,43,0,3,0,0,0,E09000009,E09000029,141000,17500,98000,17600,65,0.0,20786.773125697768
Ealing,00AJ,Tower Hamlets,00BG,1420,0,1065,72,18,0,214,11,23,10,3,4,E09000009,E09000030,141000,17500,76000,19100,1420,0.0,20581.23891273792
Ealing,00AJ,Waltham Forest,00BH,127,0,37,11,10,0,55,0,3,0,11,0,E09000009,E09000031,141000,17500,99000,16600,127,0.0,23467.063463578343
Ealing,00AJ,Wandsworth,00BJ,944,0,325,98,52,0,411,11,20,24,3,0,E09000009,E09000032,141000,17500,143000,21700,944,0.0,12754.19409433212
Ealing,00AJ,Westminster,00BK,13967,0,9027,1753,576,25,1846,149,247,237,89,18,E09000009,E09000033,141000,17500,95000,21900,13967,0.0,11879.582874933398
Enfield,00AK,City of London,00AA,5212,0,1314,3249,106,3,395,23,67,37,11,7,E09000010,E09000001,128000,17500,12000,38300,5212,0.0,15197.557993374607
Enfield,00AK,Barking and Dagenham,00AB,217,0,17,11,3,0,169,14,0,0,0,3,E09000010,E09000002,128000,17500,56000,16200,217,0.0,19365.62377100823
Enfield,00AK,Barnet,00AC,5642,0,160,112,842,11,4016,205,52,58,176,10,E09000010,E09000003,128000,17500,159000,18700,5642,0.0,9345.96528805519
Enfield,00AK,Bexley,00AD,52,0,6,3,0,3,37,3,0,0,0,0,E09000010,E09000004,128000,17500,112000,18300,52,0.0,26473.93749442387
Enfield,00AK,Brent,00AE,1038,0,96,56,58,6,738,46,22,0,10,6,E09000010,E09000005,128000,17500,127000,16500,1038,0.0,16190.982664435822
Enfield,00AK,Bromley,00AF,76,0,14,12,6,0,38,3,3,0,0,0,E09000010,E09000006,128000,17500,164000,19100,76,0.0,32498.911913592307
Enfield,00AK,Camden,00AG,5588,0,2342,1299,291,0,1392,89,124,35,13,3,E09000010,E09000007,128000,17500,101000,19800,5588,0.0,12610.023704671807
Enfield,00AK,Croydon,00AH,136,0,33,42,6,0,49,6,0,0,0,0,E09000010,E09000008,128000,17500,153000,18300,136,0.0,32891.40185946852
Enfield,00AK,Ealing,00AJ,626,0,89,37,34,0,424,23,10,0,9,0,E09000010,E09000009,128000,17500,141000,17500,626,0.0,22129.201147149714
Enfield,00AK,Enfield,00AK,54355,9985,1271,981,6435,735,24189,2281,360,943,6967,208,E09000010,E09000010,128000,17500,128000,17500,0,1e-10,0.0
Enfield,00AK,Greenwich,00AL,126,0,23,15,6,0,79,3,0,0,0,0,E09000010,E09000011,128000,17500,91000,18600,126,0.0,21996.433690114616
Enfield,00AK,Hackney,00AM,2542,0,219,509,286,6,1356,79,41,18,25,3,E09000010,E09000012,128000,17500,72000,17700,2542,0.0,11107.402363947833
Enfield,00AK,Hammersmith and Fulham,00AN,850,0,447,75,19,0,262,13,22,6,3,3,E09000010,E09000013,128000,17500,83000,21000,850,0.0,19666.11440184409
Enfield,00AK,Haringey,00AP,10199,0,355,366,2103,19,6382,458,93,135,268,20,E09000010,E09000014,128000,17500,90000,19100,10199,0.0,6886.997792027901
Enfield,00AK,Harrow,00AQ,328,0,31,12,10,0,269,3,3,0,0,0,E09000010,E09000015,128000,17500,100000,19300,328,0.0,18559.109264615818
Enfield,00AK,Havering,00AR,233,0,7,18,6,0,192,10,0,0,0,0,E09000010,E09000016,128000,17500,114000,17400,233,0.0,23449.468935957077
Enfield,00AK,Hillingdon,00AS,457,0,58,12,12,0,364,4,7,0,0,0,E09000010,E09000017,128000,17500,113000,17600,457,0.0,27658.11920621492
Enfield,00AK,Hounslow,00AT,339,0,74,21,14,0,211,6,7,0,6,0,E09000010,E09000018,128000,17500,101000,16500,339,0.0,28036.993773195194
Enfield,00AK,Islington,00AU,5317,0,1046,1269,461,7,2201,170,96,39,25,3,E09000010,E09000019,128000,17500,82000,18700,5317,0.0,11513.933713339156
Enfield,00AK,Kensington and Chelsea,00AW,1091,0,685,144,29,3,198,9,17,0,6,0,E09000010,E09000020,128000,17500,75000,25900,1091,0.0,18181.267356450542
Enfield,00AK,Kingston upon Thames,00AX,38,0,9,10,3,0,13,0,3,0,0,0,E09000010,E09000021,128000,17500,77000,19500,38,0.0,32381.106134338686
Enfield,00AK,Lambeth,00AY,806,0,389,163,31,6,174,12,14,14,0,3,E09000010,E09000022,128000,17500,119000,18200,806,0.0,22038.360084273776
Enfield,00AK,Lewisham,00AZ,114,0,19,20,8,0,61,6,0,0,0,0,E09000010,E09000023,128000,17500,113000,18000,114,0.0,23024.074247886972
Enfield,00AK,Merton,00BA,114,0,34,18,8,0,39,3,0,0,12,0,E09000010,E09000024,128000,17500,96000,18500,114,0.0,27878.54897613598
Enfield,00AK,Newham,00BB,661,0,54,85,40,3,445,16,12,3,3,0,E09000010,E09000025,128000,17500,88000,15300,661,0.0,16291.322068529409
Enfield,00AK,Redbridge,00BC,538,0,22,27,39,0,419,23,5,3,0,0,E09000010,E09000026,128000,17500,118000,17200,538,0.0,13433.112832606917
Enfield,00AK,Richmond upon Thames,00BD,98,0,25,16,4,0,44,3,3,0,3,0,E09000010,E09000027,128000,17500,94000,23400,98,0.0,27935.553565498292
